obj B3 B4 B5 B6 B7 B8 B9 B10
J0702-1951 0 0 0 0 0 0 0 0
J1550+0527 604.8 318.5 0 0 0 0 0 0
J2358-4555 0 0 0 0 0 0 0 0
J0531-4827 0 0 0 0 0 0 0 0
J1124+2336 0 0 0 0 0 0 0 0
J1319-0049 0 0 0 0 0 0 0 0
J1651+0129 0 0 0 0 0 0 0 0
J0240-0504 0 0 0 0 0 0 0 0
J2331-1556 0 0 0 0 0 0 0 0
J1146+3958 0 0 0 0 0 0 0 0
J2327+0940 0 0 0 0 0 0 0 0
J0329-2357 0 0 0 0 0 0 0 0
J0453-2807 0 0 0 0 0 0 0 0
J0517-0520 0 0 0 0 0 0 0 0
J1108+0811 0 0 0 0 0 0 0 0
J1246-2547 0 0 0 0 0 0 0 0
J2216-1122 0 0 0 0 0 0 0 0
J2158-1501 0 0 0 0 0 0 0 0
J1019-6047 0 0 0 0 0 0 0 0
J1038-5311 0 0 0 0 0 0 0 0
J1258-1800 0 0 0 0 0 0 0 0
J1536-3151 0 0 0 0 0 0 0 0
J1103+3014 0 0 0 0 0 0 0 0
J0933-1139 0 0 0 0 0 0 0 0
J2147+0929 0 0 0 0 0 0 0 0
J0901-0037 0 0 0 0 0 0 0 0
J0120-2701 0 0 0 0 0 0 0 0
J1225+1253 0 0 0 0 0 0 0 0
J0134-3843 0 0 0 0 0 0 0 0
J1133+0015 0 0 0 0 0 0 0 0
J0609-1542 0 0 0 0 0 0 0 0
J1112-5703 0 0 0 0 0 0 0 0
J2222+1213 0 0 0 0 0 0 0 0
J0321-0526 0 0 0 0 0 0 0 0
J1629-1720 0 0 0 0 0 0 0 0
J1145-6954 0 0 0 0 0 0 0 0
J1743-0350 0 0 0 0 0 0 0 0
J1025+1253 0 0 0 0 0 0 0 0
J2141-3729 0 0 0 0 0 0 0 0
J1619+2247 0 0 0 0 0 0 0 0
J0422+0219 0 0 0 0 0 0 0 0
J0526-6749 0 0 0 0 0 0 0 0
J0725-0054 302.4 0 0 0 0 0 0 0
J1254+1141 0 0 0 0 0 0 0 0
J1816-3052 0 0 0 0 0 0 0 0
J1907+0907 0 0 0 0 0 0 0 0
J1522-2730 0 0 0 0 0 0 0 0
J0058-5219 0 0 0 0 0 0 0 0
J0441-3300 0 0 0 0 0 0 0 0
J0143-3200 0 0 0 0 0 0 0 0
J2353-3037 0 0 0 0 0 0 0 0
J1555-4150 0 0 0 0 0 0 0 0
J1532-1319 0 0 0 0 0 0 0 0
J0006-0623 1818.9 0 0 604.8 606.3 0 0 0
J0357+2319 0 0 0 0 0 0 0 0
J1304-0346 0 0 0 0 0 0 0 0
J1751-1950 151.20000000000002 0 0 0 0 0 0 0
J0854+2006 923.3 0 910.2 939.5 0 0 0 0
J1935+2031 0 0 0 0 0 0 0 0
J1458+0416 0 0 0 0 0 0 0 0
J0527-1002 0 0 0 0 0 0 0 0
J1332-0509 0 0 0 0 0 0 0 0
J0555+3948 0 0 0 0 0 0 0 0
J1107-6820 0 0 0 0 0 0 0 0
J1147-0724 0 0 0 0 0 0 0 0
J0336+3218 211.79999999999998 0 0 0 0 0 0 0
J1232-0224 0 0 0 0 0 0 0 0
J2047-0246 0 0 0 0 0 0 0 0
J1719+1745 0 0 0 0 0 0 0 0
J0851-5228 0 0 0 0 0 0 0 0
J2358+3922 0 0 0 0 0 0 0 0
J1133+0040 0 0 0 0 0 0 0 0
J0209+1352 0 0 0 0 0 0 0 0
J2225-0457 0 0 0 0 0 0 0 0
J0058-3234 0 0 0 0 0 0 0 0
J1337-2951 0 0 0 0 0 0 0 0
